Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2023-05-31,S002,P0003,Food,South,298,160,107,171.28,32.39,10,Cloudy,1,33.79,Spring
2023-06-01,S002,P0003,Food,South,214,197,63,208.65,30.72,15,Rainy,0,27.22,Summer
2023-06-02,S002,P0003,Food,South,445,173,140,167.93,30.29,10,Snowy,0,29.87,Summer
2023-06-03,S002,P0003,Food,South,51,210,160,223.26,32.72,5,Cloudy,0,31.42,Summer
2023-06-04,S002,P0003,Food,South,216,311,80,331.42,33.29,5,Cloudy,1,34.76,Summer
2023-06-05,S002,P0003,Food,South,209,157,8,163.89,31.77,5,Cloudy,0,35.53,Summer
2023-06-06,S002,P0003,Food,South,209,175,63,161.9,31.0,5,Cloudy,0,33.68,Summer
2023-06-07,S002,P0003,Food,South,119,158,4,166.62,30.8,10,Cloudy,0,27.55,Summer
2023-06-08,S002,P0003,Food,South,59,161,147,153.4,32.6,20,Rainy,0,32.41,Summer
2023-06-09,S002,P0003,Food,South,126,188,34,205.83,32.01,10,Snowy,0,28.48,Summer
2023-06-10,S002,P0003,Food,South,335,205,169,186.93,31.87,15,Cloudy,0,29.18,Summer
2023-06-11,S002,P0003,Food,South,199,197,51,184.03,32.27,5,Sunny,0,29.06,Summer
2023-06-12,S002,P0003,Food,South,403,177,70,175.16,32.6,10,Sunny,0,29.54,Summer
2023-06-13,S002,P0003,Food,South,274,190,61,208.96,32.68,15,Cloudy,0,30.02,Summer
2023-06-14,S002,P0003,Food,South,108,191,142,194.74,31.01,15,Rainy,0,28.06,Summer
2023-06-15,S002,P0003,Food,South,253,186,98,180.93,32.73,0,Cloudy,0,36.66,Summer
2023-06-16,S002,P0003,Food,South,385,181,158,175.34,32.48,0,Cloudy,0,29.51,Summer
2023-06-17,S002,P0003,Food,South,220,306,107,316.59,31.2,0,Cloudy,1,29.37,Summer
2023-06-18,S002,P0003,Food,South,333,305,194,332.29,32.44,20,Rainy,1,31.17,Summer
2023-06-19,S002,P0003,Food,South,80,148,16,136.31,32.38,0,Sunny,0,29.38,Summer
2023-06-20,S002,P0003,Food,South,162,165,99,169.48,30.44,15,Snowy,0,28.3,Summer
2023-06-21,S002,P0003,Food,South,139,183,128,188.94,32.89,20,Cloudy,0,29.4,Summer
2023-06-22,S002,P0003,Food,South,465,177,99,159.77,31.45,20,Cloudy,0,33.2,Summer
2023-06-23,S002,P0003,Food,South,333,184,111,182.45,33.29,15,Rainy,0,34.12,Summer
2023-06-24,S002,P0003,Food,South,375,230,91,233.29,30.28,0,Snowy,0,32.86,Summer
2023-06-25,S002,P0003,Food,South,446,204,111,198.78,32.31,10,Snowy,0,35.08,Summer
2023-06-26,S002,P0003,Food,South,54,198,117,184.96,30.29,0,Sunny,0,31.79,Summer
2023-06-27,S002,P0003,Food,South,189,172,110,185.91,33.07,10,Sunny,0,32.55,Summer
2023-06-28,S002,P0003,Food,South,380,246,118,247.94,32.78,20,Rainy,1,29.64,Summer
2023-06-29,S002,P0003,Food,South,178,194,123,207.3,30.52,0,Rainy,0,31.79,Summer
2023-06-30,S002,P0003,Food,South,94,186,91,184.14,31.86,15,Snowy,0,33.11,Summer
2023-07-01,S002,P0003,Food,South,205,310,130,292.97,33.02,10,Sunny,1,32.77,Summer
2023-07-02,S002,P0003,Food,South,388,216,52,208.03,32.21,20,Rainy,0,35.84,Summer
2023-07-03,S002,P0003,Food,South,186,172,81,186.78,30.68,20,Rainy,0,31.67,Summer
2023-07-04,S002,P0003,Food,South,405,196,6,215.24,31.74,10,Rainy,0,33.64,Summer
2023-07-05,S002,P0003,Food,South,451,156,36,149.94,31.72,15,Sunny,0,35.51,Summer
2023-07-06,S002,P0003,Food,South,118,165,167,152.32,31.92,5,Snowy,0,29.09,Summer
2023-07-07,S002,P0003,Food,South,149,167,60,163.84,31.43,0,Cloudy,0,33.47,Summer
2023-07-08,S002,P0003,Food,South,350,197,180,195.5,31.56,5,Cloudy,0,33.87,Summer
2023-07-09,S002,P0003,Food,South,158,213,199,201.61,33.43,0,Rainy,0,29.99,Summer
2023-07-10,S002,P0003,Food,South,68,185,174,196.66,31.25,0,Snowy,0,27.53,Summer
2023-07-11,S002,P0003,Food,South,242,264,94,258.96,33.37,20,Snowy,1,30.93,Summer
2023-07-12,S002,P0003,Food,South,274,163,97,164.56,33.12,0,Rainy,0,31.31,Summer
2023-07-13,S002,P0003,Food,South,135,160,135,148.34,32.37,5,Cloudy,0,30.39,Summer
2023-07-14,S002,P0003,Food,South,68,173,61,176.12,33.15,10,Snowy,0,36.37,Summer
2023-07-15,S002,P0003,Food,South,101,200,40,212.58,32.61,20,Snowy,0,34.63,Summer
2023-07-16,S002,P0003,Food,South,175,191,108,173.08,31.3,15,Sunny,0,31.32,Summer
2023-07-17,S002,P0003,Food,South,318,177,104,182.53,32.26,10,Rainy,0,30.68,Summer
2023-07-18,S002,P0003,Food,South,68,176,139,184.73,31.1,20,Snowy,0,34.79,Summer
2023-07-19,S002,P0003,Food,South,352,167,66,161.16,32.59,0,Sunny,0,28.77,Summer
2023-07-20,S002,P0003,Food,South,319,163,109,167.65,31.99,20,Snowy,0,34.55,Summer
2023-07-21,S002,P0003,Food,South,445,159,138,172.45,33.21,5,Cloudy,0,34.04,Summer
2023-07-22,S002,P0003,Food,South,396,221,105,222.91,31.82,5,Cloudy,0,33.3,Summer
2023-07-23,S002,P0003,Food,South,490,352,75,368.38,31.79,0,Snowy,1,29.59,Summer
2023-07-24,S002,P0003,Food,South,192,182,157,189.79,31.22,5,Cloudy,0,31.6,Summer
2023-07-25,S002,P0003,Food,South,464,180,39,163.03,31.78,10,Rainy,0,33.68,Summer
2023-07-26,S002,P0003,Food,South,336,175,64,187.11,30.96,20,Sunny,0,32.68,Summer
2023-07-27,S002,P0003,Food,South,388,172,155,155.7,31.63,20,Cloudy,0,29.01,Summer
2023-07-28,S002,P0003,Food,South,74,178,10,181.76,30.36,0,Snowy,0,30.89,Summer
2023-07-29,S002,P0003,Food,South,159,232,180,250.06,32.72,15,Cloudy,0,35.48,Summer
2023-07-30,S002,P0003,Food,South,497,221,134,234.16,33.26,20,Sunny,0,35.03,Summer
2023-07-31,S002,P0003,Food,South,334,176,99,163.39,30.54,0,Cloudy,0,29.49,Summer
2023-08-01,S002,P0003,Food,South,159,191,70,187.1,31.89,20,Snowy,0,30.6,Summer
2023-08-02,S002,P0003,Food,South,370,192,185,205.32,32.61,15,Sunny,0,32.89,Summer
2023-08-03,S002,P0003,Food,South,336,166,181,177.14,33.09,10,Rainy,0,29.57,Summer
2023-08-04,S002,P0003,Food,South,452,189,123,190.34,33.29,20,Rainy,0,31.3,Summer
2023-08-05,S002,P0003,Food,South,149,212,154,216.93,32.95,15,Sunny,0,32.95,Summer
2023-08-06,S002,P0003,Food,South,103,186,118,196.32,31.69,5,Rainy,0,33.63,Summer
2023-08-07,S002,P0003,Food,South,368,164,66,162.33,32.04,5,Rainy,0,31.77,Summer
2023-08-08,S002,P0003,Food,South,420,192,181,177.93,30.43,0,Rainy,0,30.6,Summer
2023-08-09,S002,P0003,Food,South,163,198,21,188.79,30.35,20,Sunny,0,31.27,Summer
2023-08-10,S002,P0003,Food,South,364,185,166,195.9,32.48,20,Snowy,0,33.04,Summer
2023-08-11,S002,P0003,Food,South,496,165,179,175.63,32.73,20,Cloudy,0,31.42,Summer
2023-08-12,S002,P0003,Food,South,415,335,175,356.33,30.64,0,Snowy,1,34.24,Summer
2023-08-13,S002,P0003,Food,South,262,235,93,216.9,32.59,5,Sunny,0,29.31,Summer
2023-08-14,S002,P0003,Food,South,249,183,178,195.11,31.06,5,Cloudy,0,28.74,Summer
2023-08-15,S002,P0003,Food,South,470,196,129,195.55,31.43,20,Cloudy,0,34.42,Summer
2023-08-16,S002,P0003,Food,South,149,187,122,174.33,31.6,20,Snowy,0,34.83,Summer
2023-08-17,S002,P0003,Food,South,191,176,118,180.15,31.7,0,Sunny,0,34.2,Summer
2023-08-18,S002,P0003,Food,South,117,183,187,184.3,32.29,10,Sunny,0,35.24,Summer
2023-08-19,S002,P0003,Food,South,305,221,138,241.06,31.04,20,Cloudy,0,31.51,Summer
2023-08-20,S002,P0003,Food,South,292,209,12,214.44,33.02,20,Snowy,0,34.49,Summer
2023-08-21,S002,P0003,Food,South,86,146,146,159.9,32.74,5,Cloudy,0,32.18,Summer
2023-08-22,S002,P0003,Food,South,145,163,193,151.58,32.09,5,Cloudy,0,32.85,Summer
2023-08-23,S002,P0003,Food,South,416,269,69,246.95,31.53,15,Sunny,1,34.63,Summer
2023-08-24,S002,P0003,Food,South,451,237,37,217.29,33.4,20,Rainy,1,31.08,Summer
2023-08-25,S002,P0003,Food,South,391,168,185,164.99,30.57,5,Cloudy,0,33.3,Summer
2023-08-26,S002,P0003,Food,South,383,199,35,205.76,32.12,5,Cloudy,0,34.13,Summer
2023-08-27,S002,P0003,Food,South,430,210,60,193.68,32.74,5,Cloudy,0,36.26,Summer
2023-08-28,S002,P0003,Food,South,222,205,166,203.57,32.85,0,Rainy,0,34.72,Summer
2023-08-29,S002,P0003,Food,South,312,208,135,190.8,30.58,10,Cloudy,0,33.52,Summer
2023-08-30,S002,P0003,Food,South,343,197,110,184.95,32.61,10,Rainy,0,34.61,Summer
2023-08-31,S002,P0003,Food,South,257,180,15,187.52,30.26,10,Sunny,0,32.16,Summer
2023-09-01,S002,P0003,Food,South,293,127,50,125.67,33.13,0,Snowy,0,32.42,Autumn
2023-09-02,S002,P0003,Food,South,341,141,106,143.28,30.43,5,Rainy,0,30.15,Autumn
2023-09-03,S002,P0003,Food,South,397,138,21,138.53,32.11,0,Cloudy,0,32.24,Autumn
2023-09-04,S002,P0003,Food,South,153,168,62,176.94,32.97,20,Sunny,1,29.21,Autumn
2023-09-05,S002,P0003,Food,South,466,123,2,129.43,31.48,15,Cloudy,0,32.69,Autumn
2023-09-06,S002,P0003,Food,South,421,108,189,111.66,33.16,15,Snowy,0,33.34,Autumn
2023-09-07,S002,P0003,Food,South,470,107,123,105.05,31.27,20,Sunny,0,29.18,Autumn
2023-09-08,S002,P0003,Food,South,288,115,46,124.72,30.52,20,Sunny,0,27.3,Autumn
2023-09-09,S002,P0003,Food,South,229,126,39,133.63,31.07,0,Rainy,0,33.13,Autumn
2023-09-10,S002,P0003,Food,South,245,206,108,198.86,33.0,10,Sunny,1,30.42,Autumn
2023-09-11,S002,P0003,Food,South,447,116,4,127.27,32.3,5,Cloudy,0,30.21,Autumn
2023-09-12,S002,P0003,Food,South,91,117,159,121.15,33.22,20,Snowy,0,34.16,Autumn
2023-09-13,S002,P0003,Food,South,107,123,174,124.35,30.25,10,Snowy,0,29.04,Autumn
2023-09-14,S002,P0003,Food,South,349,130,124,141.65,32.05,20,Sunny,0,35.61,Autumn
2023-09-15,S002,P0003,Food,South,385,108,132,118.4,32.91,15,Sunny,0,36.65,Autumn
2023-09-16,S002,P0003,Food,South,302,149,51,151.0,33.37,20,Sunny,0,31.39,Autumn
2023-09-17,S002,P0003,Food,South,487,127,14,137.12,30.44,15,Snowy,0,31.58,Autumn
2023-09-18,S002,P0003,Food,South,129,123,65,127.49,31.41,10,Snowy,0,30.88,Autumn
2023-09-19,S002,P0003,Food,South,381,103,11,110.27,33.23,10,Snowy,0,35.35,Autumn
2023-09-20,S002,P0003,Food,South,141,108,182,100.86,33.1,10,Cloudy,0,36.25,Autumn
2023-09-21,S002,P0003,Food,South,190,118,179,113.39,31.23,15,Cloudy,0,28.29,Autumn
2023-09-22,S002,P0003,Food,South,415,99,33,97.53,31.71,15,Cloudy,0,32.66,Autumn
2023-09-23,S002,P0003,Food,South,409,150,90,146.4,31.47,5,Sunny,0,31.2,Autumn
2023-09-24,S002,P0003,Food,South,388,141,127,127.82,32.93,5,Sunny,0,36.72,Autumn
2023-09-25,S002,P0003,Food,South,498,103,67,101.87,32.15,10,Rainy,0,30.58,Autumn
2023-09-26,S002,P0003,Food,South,476,103,136,105.43,32.24,10,Sunny,0,28.77,Autumn
2023-09-27,S002,P0003,Food,South,99,129,80,134.59,33.06,0,Cloudy,0,33.53,Autumn
2023-09-28,S002,P0003,Food,South,316,110,163,119.3,33.08,5,Cloudy,0,33.29,Autumn
2023-09-29,S002,P0003,Food,South,289,107,58,100.53,32.91,10,Sunny,0,30.8,Autumn
2023-09-30,S002,P0003,Food,South,280,162,135,171.2,30.64,15,Snowy,0,29.78,Autumn
2023-10-01,S002,P0003,Food,South,223,178,35,192.31,32.77,15,Rainy,1,30.29,Autumn
2023-10-02,S002,P0003,Food,South,57,109,134,116.17,32.52,5,Sunny,0,35.67,Autumn
2023-10-03,S002,P0003,Food,South,71,115,148,116.7,33.18,0,Snowy,0,33.37,Autumn
2023-10-04,S002,P0003,Food,South,342,122,166,118.92,32.31,10,Cloudy,0,35.87,Autumn
2023-10-05,S002,P0003,Food,South,117,120,182,109.64,32.05,15,Rainy,0,28.37,Autumn
2023-10-06,S002,P0003,Food,South,465,116,28,114.83,32.54,5,Cloudy,0,32.8,Autumn
2023-10-07,S002,P0003,Food,South,359,131,79,129.77,31.31,20,Cloudy,0,27.85,Autumn
2023-10-08,S002,P0003,Food,South,83,143,82,134.32,30.95,15,Rainy,0,31.68,Autumn
2023-10-09,S002,P0003,Food,South,365,121,1,131.87,32.52,20,Snowy,0,36.23,Autumn
2023-10-10,S002,P0003,Food,South,349,125,146,118.02,32.59,5,Cloudy,0,33.6,Autumn
2023-10-11,S002,P0003,Food,South,285,112,142,102.23,33.42,20,Sunny,0,34.32,Autumn
2023-10-12,S002,P0003,Food,South,407,99,57,96.17,31.72,0,Sunny,0,28.2,Autumn
2023-10-13,S002,P0003,Food,South,421,107,152,110.92,30.65,15,Sunny,0,33.46,Autumn
2023-10-14,S002,P0003,Food,South,156,220,120,241.62,32.69,10,Sunny,1,35.32,Autumn
2023-10-15,S002,P0003,Food,South,336,152,52,149.46,31.59,5,Cloudy,0,29.97,Autumn
2023-10-16,S002,P0003,Food,South,82,112,46,115.03,32.07,10,Rainy,0,33.86,Autumn
2023-10-17,S002,P0003,Food,South,307,111,142,118.31,33.42,10,Sunny,0,30.08,Autumn
2023-10-18,S002,P0003,Food,South,431,111,7,109.09,32.45,5,Cloudy,0,33.42,Autumn
2023-10-19,S002,P0003,Food,South,133,121,145,131.53,32.89,0,Rainy,0,29.06,Autumn
2023-10-20,S002,P0003,Food,South,151,119,105,130.43,30.33,5,Snowy,0,30.16,Autumn
2023-10-21,S002,P0003,Food,South,440,154,28,145.51,31.51,0,Sunny,0,27.83,Autumn
2023-10-22,S002,P0003,Food,South,378,136,167,138.48,30.53,0,Cloudy,0,32.86,Autumn
2023-10-23,S002,P0003,Food,South,257,111,30,100.06,30.67,20,Cloudy,0,28.19,Autumn
2023-10-24,S002,P0003,Food,South,373,107,140,100.2,32.13,0,Rainy,0,34.78,Autumn
2023-10-25,S002,P0003,Food,South,335,109,150,99.5,33.1,20,Sunny,0,34.68,Autumn
2023-10-26,S002,P0003,Food,South,158,119,36,112.37,30.45,10,Snowy,0,27.85,Autumn
2023-10-27,S002,P0003,Food,South,57,114,177,120.32,31.03,20,Sunny,0,29.44,Autumn
2023-10-28,S002,P0003,Food,South,245,136,145,146.03,33.12,15,Rainy,0,32.68,Autumn
2023-10-29,S002,P0003,Food,South,469,139,47,150.2,31.57,0,Cloudy,0,32.41,Autumn
2023-10-30,S002,P0003,Food,South,243,128,139,124.72,32.7,20,Rainy,0,33.87,Autumn
2023-10-31,S002,P0003,Food,South,340,119,93,111.33,31.72,10,Cloudy,0,31.78,Autumn
2023-11-01,S002,P0003,Food,South,126,167,58,168.16,31.87,5,Rainy,0,30.22,Autumn
2023-11-02,S002,P0003,Food,South,432,178,16,193.12,30.84,5,Cloudy,0,33.63,Autumn
2023-11-03,S002,P0003,Food,South,103,133,67,137.52,30.27,0,Sunny,0,33.53,Autumn
2023-11-04,S002,P0003,Food,South,461,204,9,198.44,30.69,0,Cloudy,0,28.26,Autumn
2023-11-05,S002,P0003,Food,South,217,222,27,210.24,31.85,15,Snowy,0,34.86,Autumn
2023-11-06,S002,P0003,Food,South,183,173,118,178.99,31.38,10,Rainy,0,30.26,Autumn
2023-11-07,S002,P0003,Food,South,100,181,70,189.17,33.01,5,Rainy,0,34.72,Autumn
2023-11-08,S002,P0003,Food,South,426,177,192,190.63,32.96,20,Cloudy,0,32.18,Autumn
2023-11-09,S002,P0003,Food,South,278,171,7,178.82,31.26,0,Snowy,0,33.38,Autumn
2023-11-10,S002,P0003,Food,South,478,164,113,180.34,32.29,15,Cloudy,0,29.9,Autumn
2023-11-11,S002,P0003,Food,South,257,194,62,191.39,32.34,5,Snowy,0,35.54,Autumn
2023-11-12,S002,P0003,Food,South,150,216,110,233.91,30.91,20,Rainy,0,32.07,Autumn
2023-11-13,S002,P0003,Food,South,171,204,151,183.64,31.48,20,Snowy,0,33.07,Autumn
2023-11-14,S002,P0003,Food,South,231,162,158,159.87,30.63,5,Cloudy,0,27.0,Autumn
2023-11-15,S002,P0003,Food,South,427,159,98,143.91,33.25,15,Cloudy,0,32.15,Autumn
2023-11-16,S002,P0003,Food,South,326,183,76,175.37,32.61,0,Sunny,0,33.02,Autumn
2023-11-17,S002,P0003,Food,South,177,167,15,167.41,33.03,10,Sunny,0,35.02,Autumn
2023-11-18,S002,P0003,Food,South,229,192,139,194.75,30.95,10,Cloudy,0,28.67,Autumn
2023-11-19,S002,P0003,Food,South,381,219,166,230.18,31.59,5,Cloudy,0,27.88,Autumn
2023-11-20,S002,P0003,Food,South,441,159,101,158.86,31.66,10,Rainy,0,28.39,Autumn
2023-11-21,S002,P0003,Food,South,75,159,111,149.01,30.63,0,Cloudy,0,33.51,Autumn
2023-11-22,S002,P0003,Food,South,219,157,55,168.36,32.55,5,Sunny,0,34.27,Autumn
2023-11-23,S002,P0003,Food,South,209,192,9,176.79,31.12,0,Snowy,0,33.8,Autumn
2023-11-24,S002,P0003,Food,South,95,291,135,266.93,30.53,10,Cloudy,1,32.97,Autumn
2023-11-25,S002,P0003,Food,South,377,238,18,222.02,32.64,10,Cloudy,0,30.8,Autumn
2023-11-26,S002,P0003,Food,South,214,219,193,206.14,32.07,10,Cloudy,0,34.22,Autumn
2023-11-27,S002,P0003,Food,South,306,177,138,172.82,31.05,15,Cloudy,0,31.78,Autumn
2023-11-28,S002,P0003,Food,South,435,310,5,301.99,30.5,0,Sunny,1,31.27,Autumn
2023-11-29,S002,P0003,Food,South,361,185,69,177.03,32.72,10,Cloudy,0,30.26,Autumn
2023-11-30,S002,P0003,Food,South,429,185,89,191.89,30.83,15,Cloudy,0,31.84,Autumn
2023-12-01,S002,P0003,Food,South,270,144,121,133.42,31.39,0,Cloudy,0,29.33,Winter
2023-12-02,S002,P0003,Food,South,374,189,33,188.38,33.09,10,Rainy,0,36.68,Winter
2023-12-03,S002,P0003,Food,South,127,325,174,318.03,30.71,5,Cloudy,1,31.54,Winter
2023-12-04,S002,P0003,Food,South,276,193,9,207.26,31.07,15,Sunny,0,27.91,Winter
2023-12-05,S002,P0003,Food,South,313,294,16,271.94,32.25,5,Cloudy,1,29.99,Winter
2023-12-06,S002,P0003,Food,South,448,153,101,147.84,30.68,20,Rainy,0,27.34,Winter
2023-12-07,S002,P0003,Food,South,50,171,166,177.27,30.74,5,Rainy,0,30.42,Winter
2023-12-08,S002,P0003,Food,South,204,172,35,156.99,32.91,15,Sunny,0,29.3,Winter
2023-12-09,S002,P0003,Food,South,478,197,62,187.79,32.31,5,Rainy,0,32.91,Winter
2023-12-10,S002,P0003,Food,South,215,223,196,218.21,32.37,0,Rainy,0,33.16,Winter
2023-12-11,S002,P0003,Food,South,125,199,17,197.31,31.88,20,Snowy,0,33.79,Winter
2023-12-12,S002,P0003,Food,South,56,197,22,203.28,31.7,5,Rainy,0,33.12,Winter
2023-12-13,S002,P0003,Food,South,411,191,40,178.49,31.3,15,Cloudy,0,31.29,Winter
2023-12-14,S002,P0003,Food,South,391,173,118,169.29,31.83,10,Sunny,0,32.05,Winter
2023-12-15,S002,P0003,Food,South,96,164,191,165.2,31.56,20,Cloudy,0,34.51,Winter
2023-12-16,S002,P0003,Food,South,150,237,24,217.13,33.11,20,Snowy,0,31.98,Winter
2023-12-17,S002,P0003,Food,South,322,215,75,206.87,32.11,10,Rainy,0,30.69,Winter
2023-12-18,S002,P0003,Food,South,70,165,142,158.12,33.35,5,Cloudy,0,32.32,Winter
2023-12-19,S002,P0003,Food,South,216,180,31,177.34,31.41,20,Sunny,0,32.99,Winter
2023-12-20,S002,P0003,Food,South,224,171,74,165.0,31.49,5,Cloudy,0,28.41,Winter
2023-12-21,S002,P0003,Food,South,485,207,7,223.28,31.61,15,Sunny,0,31.69,Winter
2023-12-22,S002,P0003,Food,South,132,197,54,209.15,30.44,10,Sunny,0,28.27,Winter
2023-12-23,S002,P0003,Food,South,111,219,144,223.25,30.48,0,Sunny,0,32.47,Winter
2023-12-24,S002,P0003,Food,South,394,209,99,229.28,30.31,20,Rainy,0,29.85,Winter
2023-12-25,S002,P0003,Food,South,419,165,5,160.43,32.98,20,Rainy,0,29.03,Winter
2023-12-26,S002,P0003,Food,South,102,182,37,188.28,33.1,10,Rainy,0,31.71,Winter
2023-12-27,S002,P0003,Food,South,421,190,190,207.91,31.11,20,Rainy,0,28.57,Winter
2023-12-28,S002,P0003,Food,South,496,184,6,198.3,31.48,10,Cloudy,0,32.0,Winter
2023-12-29,S002,P0003,Food,South,451,182,176,166.38,30.39,10,Sunny,0,28.98,Winter
2023-12-30,S002,P0003,Food,South,104,225,154,226.34,31.02,10,Rainy,0,33.22,Winter
2023-12-31,S002,P0003,Food,South,56,343,141,376.93,33.22,20,Cloudy,1,35.03,Winter
2023-01-01,S002,P0004,Sports,South,187,146,142,144.58,37.51,20,Sunny,1,38.6,Winter
2023-01-02,S002,P0004,Sports,South,305,74,126,77.93,37.9,5,Cloudy,0,34.92,Winter
2023-01-03,S002,P0004,Sports,South,66,86,113,87.3,36.38,10,Sunny,0,37.78,Winter
2023-01-04,S002,P0004,Sports,South,344,118,139,109.14,37.7,20,Sunny,1,36.04,Winter
2023-01-05,S002,P0004,Sports,South,355,78,198,71.17,34.84,5,Rainy,0,33.34,Winter
2023-01-06,S002,P0004,Sports,South,460,77,188,80.23,36.38,10,Cloudy,0,32.76,Winter
2023-01-07,S002,P0004,Sports,South,433,93,138,86.94,35.68,15,Snowy,0,36.76,Winter
2023-01-08,S002,P0004,Sports,South,129,102,110,108.54,37.67,20,Cloudy,0,34.72,Winter
2023-01-09,S002,P0004,Sports,South,331,65,5,61.71,34.89,5,Sunny,0,31.58,Winter
2023-01-10,S002,P0004,Sports,South,212,65,75,61.23,38.05,15,Sunny,0,36.04,Winter
2023-01-11,S002,P0004,Sports,South,115,79,143,78.06,36.21,10,Sunny,0,33.04,Winter
2023-01-12,S002,P0004,Sports,South,222,78,119,85.57,36.31,20,Rainy,0,33.64,Winter
2023-01-13,S002,P0004,Sports,South,315,83,82,83.87,37.73,20,Snowy,0,38.85,Winter
2023-01-14,S002,P0004,Sports,South,256,97,116,102.11,36.45,10,Snowy,0,32.25,Winter
2023-01-15,S002,P0004,Sports,South,125,86,57,86.58,34.78,5,Cloudy,0,33.07,Winter
2023-01-16,S002,P0004,Sports,South,279,82,164,89.36,37.9,0,Sunny,0,40.26,Winter
2023-01-17,S002,P0004,Sports,South,454,121,80,130.12,36.24,10,Cloudy,1,34.53,Winter
2023-01-18,S002,P0004,Sports,South,318,78,54,80.55,35.13,0,Cloudy,0,37.42,Winter
2023-01-19,S002,P0004,Sports,South,185,70,188,66.18,36.75,5,Cloudy,0,35.8,Winter
2023-01-20,S002,P0004,Sports,South,188,118,174,110.69,37.71,0,Cloudy,1,41.76,Winter
2023-01-21,S002,P0004,Sports,South,130,86,65,83.26,37.93,15,Sunny,0,33.58,Winter
2023-01-22,S002,P0004,Sports,South,435,92,124,89.9,34.86,10,Sunny,0,37.48,Winter
2023-01-23,S002,P0004,Sports,South,399,73,149,66.36,35.31,0,Sunny,0,39.54,Winter
2023-01-24,S002,P0004,Sports,South,345,124,38,133.69,35.55,10,Snowy,1,36.84,Winter
2023-01-25,S002,P0004,Sports,South,396,75,186,79.55,37.32,20,Rainy,0,34.89,Winter
2023-01-26,S002,P0004,Sports,South,484,77,15,80.78,36.05,15,Rainy,0,39.94,Winter
2023-01-27,S002,P0004,Sports,South,262,79,192,72.8,37.04,10,Rainy,0,38.47,Winter
2023-01-28,S002,P0004,Sports,South,395,89,93,87.48,36.97,20,Sunny,0,36.2,Winter
2023-01-29,S002,P0004,Sports,South,166,87,198,92.15,36.3,5,Rainy,0,32.08,Winter
2023-01-30,S002,P0004,Sports,South,275,81,3,74.04,37.88,15,Rainy,0,33.72,Winter
2023-01-31,S002,P0004,Sports,South,196,63,56,67.59,34.88,5,Rainy,0,31.14,Winter
2023-02-01,S002,P0004,Sports,South,175,80,56,85.26,34.93,0,Rainy,0,34.58,Winter
2023-02-02,S002,P0004,Sports,South,60,66,125,68.66,37.47,15,Sunny,0,36.86,Winter
2023-02-03,S002,P0004,Sports,South,199,89,132,90.9,37.75,20,Cloudy,1,39.52,Winter
2023-02-04,S002,P0004,Sports,South,109,135,184,129.88,35.49,0,Rainy,1,34.07,Winter
2023-02-05,S002,P0004,Sports,South,136,91,102,87.75,38.0,15,Snowy,0,35.03,Winter
2023-02-06,S002,P0004,Sports,South,421,81,81,87.88,36.95,5,Sunny,0,40.43,Winter
2023-02-07,S002,P0004,Sports,South,188,71,188,64.12,37.99,15,Cloudy,0,36.79,Winter
2023-02-08,S002,P0004,Sports,South,225,67,101,72.97,37.04,10,Sunny,0,39.55,Winter
2023-02-09,S002,P0004,Sports,South,476,73,44,78.06,37.38,20,Sunny,0,41.67,Winter
2023-02-10,S002,P0004,Sports,South,96,97,2,88.0,36.59,10,Snowy,1,40.38,Winter
2023-02-11,S002,P0004,Sports,South,382,79,172,82.73,35.16,0,Snowy,0,36.36,Winter
2023-02-12,S002,P0004,Sports,South,428,90,33,90.61,35.81,5,Rainy,0,38.36,Winter
2023-02-13,S002,P0004,Sports,South,436,74,198,79.44,36.22,10,Sunny,0,38.68,Winter
2023-02-14,S002,P0004,Sports,South,72,71,10,67.03,36.63,15,Rainy,0,34.35,Winter
2023-02-15,S002,P0004,Sports,South,72,73,101,77.16,37.19,10,Sunny,0,34.87,Winter
2023-02-16,S002,P0004,Sports,South,119,82,102,84.49,36.71,15,Snowy,0,34.31,Winter
2023-02-17,S002,P0004,Sports,South,272,115,80,122.53,37.13,10,Rainy,1,32.8,Winter
2023-02-18,S002,P0004,Sports,South,222,136,195,130.43,37.64,0,Snowy,1,40.29,Winter
2023-02-19,S002,P0004,Sports,South,121,94,126,99.79,35.34,0,Sunny,0,33.68,Winter
2023-02-20,S002,P0004,Sports,South,421,83,119,84.92,36.99,20,Rainy,0,40.97,Winter
2023-02-21,S002,P0004,Sports,South,442,83,138,90.09,37.6,5,Cloudy,0,38.47,Winter
2023-02-22,S002,P0004,Sports,South,456,75,6,79.84,36.14,20,Rainy,0,35.6,Winter
2023-02-23,S002,P0004,Sports,South,142,82,196,80.42,36.17,5,Cloudy,0,38.44,Winter
2023-02-24,S002,P0004,Sports,South,266,85,168,78.18,37.18,15,Sunny,0,40.19,Winter
2023-02-25,S002,P0004,Sports,South,138,78,36,84.44,35.27,10,Snowy,0,33.6,Winter
2023-02-26,S002,P0004,Sports,South,80,100,180,109.76,34.54,15,Snowy,0,37.83,Winter
2023-02-27,S002,P0004,Sports,South,194,77,11,81.03,36.08,5,Sunny,0,36.11,Winter
